1,0.001953125,
1,0.001953125,
2,0.001953125,
2,0.001953125,
1,0.1376953125,
3,0.41796875,
3,0.41796875,
3,0.41796875,
1,0.41796875,
4,0.41796875,
4,0.41796875,
4,0.41796875,
4,0.41796875,
1,0.8037109375,
5,0.802734375,
5,0.802734375,
5,0.802734375,
5,2.330078125,
5,2.330078125,
6,2.330078125,
6,2.330078125,
6,2.330078125,
6,2.7119140625,
5,2.7119140625,
6,2.7119140625,
6,2.7119140625,
7,2.7119140625,
7,2.7119140625,
7,2.7119140625,
7,3.0947265625,
7,3.0947265625,
7,3.0947265625,
8,3.0947265625,
8,3.0947265625,
8,3.0947265625,
8,3.4765625,
8,3.4765625,
8,3.4765625,
9,3.4765625,
9,3.4765625,
9,3.8583984375,
9,3.8583984375,
9,3.8583984375,
9,3.8583984375,
10,3.8583984375,
10,3.8583984375,
10,3.8583984375,
10,4.240234375,
10,4.240234375,
10,4.240234375,
11,4.240234375,
11,4.240234375,
11,4.240234375,
11,4.623046875,
11,4.623046875,
11,4.623046875,
12,4.623046875,
12,4.623046875,
12,5.005859375,
12,5.005859375,
12,5.005859375,
12,5.005859375,
13,5.005859375,
13,5.005859375,
13,5.005859375,
13,5.388671875,
13,5.388671875,
13,5.388671875,
14,5.388671875,
14,5.388671875,
14,5.388671875,
14,5.7705078125,
14,5.7705078125,
14,5.7705078125,
15,5.7705078125,
15,5.7705078125,
15,5.7705078125,
15,6.15234375,
15,6.15234375,
15,6.15234375,
16,6.15234375,
16,6.15234375,
16,6.15234375,
16,6.5341796875,
16,6.5341796875,
16,6.5341796875,
17,6.5341796875,
17,6.5341796875,
17,6.5341796875,
17,6.916015625,
17,6.916015625,
17,6.916015625,
18,6.916015625,
18,6.916015625,
18,6.916015625,
18,7.2978515625,
18,7.2978515625,
18,7.2978515625,
19,7.2978515625,
19,7.2978515625,
19,7.2978515625,
19,7.6796875,
19,7.6796875,
19,7.6796875,
20,7.6796875,
20,7.6796875,
20,7.6796875,
20,8.0625,
20,8.0625,
20,8.0625,
